J,Knudsen_droplet,N,Points_0,Points_1,Points_2,S_sat,Y,drdt,r_droplet_actual
0,6376.93,4.45922e+21,1.1115,0,0.005,6.75298,0.0172797,8.02835e-07,1.00181e-09
0,6376.1,4.45964e+21,1.113,0,0.005,6.67318,0.0174113,7.8494e-07,1.00431e-09
0,6375.27,4.46006e+21,1.1145,0,0.005,6.59339,0.0175429,7.67044e-07,1.00681e-09
0,6374.76,4.46048e+21,1.116,0,0.005,6.51778,0.0176722,7.49985e-07,1.00925e-09
0,6374.98,4.46087e+21,1.1175,0,0.005,6.45165,0.017796,7.34813e-07,1.01157e-09
0,6375.21,4.46126e+21,1.119,0,0.005,6.38552,0.0179199,7.19641e-07,1.01388e-09
0,6375.43,4.46165e+21,1.1205,0,0.005,6.31938,0.0180438,7.04469e-07,1.0162e-09
0,6376.39,4.46203e+21,1.122,0,0.005,6.26248,0.0181619,6.91257e-07,1.01837e-09
0,6377.47,4.46241e+21,1.1235,0,0.005,6.20708,0.018279,6.78362e-07,1.02052e-09
0,6378.54,4.46278e+21,1.125,0,0.005,6.15167,0.0183961,6.65467e-07,1.02268e-09
0,6379.9,4.46316e+21,1.1265,0,0.005,6.09967,0.0185109,6.53333e-07,1.02478e-09
0,6381.69,4.46352e+21,1.128,0,0.005,6.0528,0.0186222,6.42348e-07,1.02679e-09
0,6383.47,4.46389e+21,1.1295,0,0.005,6.00594,0.0187335,6.31363e-07,1.0288e-09
0,6385.26,4.46426e+21,1.131,0,0.005,5.95907,0.0188447,6.20377e-07,1.03082e-09
0,6387.59,4.46463e+21,1.1325,0,0.005,5.91859,0.0189513,6.10891e-07,1.03272e-09
0,6389.96,4.46499e+21,1.134,0,0.005,5.87867,0.0190575,6.01536e-07,1.03462e-09
0,6392.34,4.46536e+21,1.1355,0,0.005,5.83874,0.0191637,5.92181e-07,1.03651e-09
0,6394.93,4.46573e+21,1.137,0,0.005,5.80121,0.019268,5.83406e-07,1.03837e-09
0,6397.81,4.46609e+21,1.1385,0,0.005,5.7669,0.0193698,5.75417e-07,1.04016e-09
0,6400.69,4.46646e+21,1.14,0,0.005,5.73259,0.0194716,5.67429e-07,1.04195e-09
0,6403.57,4.46682e+21,1.1415,0,0.005,5.69828,0.0195734,5.5944e-07,1.04374e-09
0,6406.82,4.46719e+21,1.143,0,0.005,5.66813,0.0196717,5.5249e-07,1.04545e-09
0,6410.12,4.46755e+21,1.1445,0,0.005,5.63836,0.0197697,5.45637e-07,1.04715e-09
0,6413.41,4.46791e+21,1.146,0,0.005,5.6086,0.0198678,5.38785e-07,1.04886e-09
0,6416.83,4.46827e+21,1.1475,0,0.005,5.58025,0.0199645,5.3229e-07,1.05053e-09
0,6420.47,4.46862e+21,1.149,0,0.005,5.55412,0.0200593,5.26359e-07,1.05216e-09
0,6424.1,4.46897e+21,1.1505,0,0.005,5.528,0.020154,5.20429e-07,1.05379e-09
0,6427.73,4.46932e+21,1.152,0,0.005,5.50188,0.0202487,5.145e-07,1.05541e-09
0,6431.6,4.46966e+21,1.1535,0,0.005,5.4783,0.0203411,5.09226e-07,1.05699e-09
0,6435.53,4.47e+21,1.155,0,0.005,5.4552,0.020433,5.04075e-07,1.05855e-09
0,6439.45,4.47034e+21,1.1565,0,0.005,5.43209,0.0205249,4.98924e-07,1.06011e-09
0,6443.45,4.47067e+21,1.158,0,0.005,5.40972,0.0206161,4.93968e-07,1.06165e-09
0,6447.63,4.47099e+21,1.1595,0,0.005,5.3892,0.0207056,4.89504e-07,1.06316e-09
0,6451.81,4.47131e+21,1.161,0,0.005,5.36869,0.020795,4.8504e-07,1.06466e-09
0,6455.99,4.47163e+21,1.1625,0,0.005,5.34818,0.0208845,4.80576e-07,1.06616e-09
0,6460.34,4.47193e+21,1.164,0,0.005,5.32923,0.0209725,4.76531e-07,1.06763e-09
0,6464.76,4.47223e+21,1.1655,0,0.005,5.31092,0.0210599,4.72662e-07,1.06908e-09
0,6469.17,4.47252e+21,1.167,0,0.005,5.29261,0.0211472,4.68792e-07,1.07054e-09
0,6473.61,4.47282e+21,1.1685,0,0.005,5.27452,0.0212344,4.6498e-07,1.07199e-09
0,6478.23,4.47309e+21,1.17,0,0.005,5.25807,0.0213199,4.61612e-07,1.0734e-09
0,6482.85,4.47337e+21,1.1715,0,0.005,5.24163,0.0214055,4.58244e-07,1.07481e-09
0,6487.47,4.47365e+21,1.173,0,0.005,5.22518,0.021491,4.54876e-07,1.07622e-09
0,6492.18,4.47392e+21,1.1745,0,0.005,5.20945,0.0215758,4.51694e-07,1.07761e-09
0,6496.97,4.47419e+21,1.176,0,0.005,5.19444,0.0216597,4.48696e-07,1.07898e-09
0,6501.76,4.47446e+21,1.1775,0,0.005,5.17942,0.0217436,4.45697e-07,1.08036e-09
0,6506.55,4.47473e+21,1.179,0,0.005,5.1644,0.0218276,4.42698e-07,1.08173e-09
0,6511.47,4.47499e+21,1.1805,0,0.005,5.15034,0.0219103,4.39927e-07,1.08307e-09
0,6516.4,4.47526e+21,1.182,0,0.005,5.13641,0.0219927,4.37188e-07,1.0844e-09
0,6521.33,4.47552e+21,1.1835,0,0.005,5.12248,0.0220752,4.34448e-07,1.08574e-09
0,6526.28,4.47579e+21,1.185,0,0.005,5.10873,0.0221574,4.31746e-07,1.08706e-09
0,6531.32,4.47606e+21,1.1865,0,0.005,5.09558,0.0222385,4.29163e-07,1.08836e-09
0,6536.35,4.47634e+21,1.188,0,0.005,5.08243,0.0223196,4.26581e-07,1.08966e-09
0,6541.39,4.47661e+21,1.1895,0,0.005,5.06928,0.0224007,4.23999e-07,1.09096e-09
0,6546.47,4.4769e+21,1.191,0,0.005,5.05647,0.0224811,4.21466e-07,1.09224e-09
0,6551.59,4.4772e+21,1.1925,0,0.005,5.0439,0.0225608,4.1897e-07,1.0935e-09
0,6556.7,4.4775e+21,1.194,0,0.005,5.03132,0.0226406,4.16475e-07,1.09477e-09
0,6561.82,4.4778e+21,1.1955,0,0.005,5.01875,0.0227203,4.1398e-07,1.09603e-09
0,6567,4.47813e+21,1.197,0,0.005,5.00661,0.0227989,4.11532e-07,1.09726e-09
0,6572.18,4.47846e+21,1.1985,0,0.005,4.99451,0.0228773,4.09091e-07,1.09849e-09
0,6577.36,4.4788e+21,1.2,0,0.005,4.98242,0.0229557,4.06649e-07,1.09971e-09
0,6582.56,4.47915e+21,1.2015,0,0.005,4.97041,0.0230339,4.04216e-07,1.10093e-09
0,6587.8,4.47953e+21,1.203,0,0.005,4.95875,0.0231109,4.01818e-07,1.10213e-09
0,6593.04,4.47991e+21,1.2045,0,0.005,4.94708,0.0231879,3.99419e-07,1.10332e-09
0,6598.28,4.48029e+21,1.206,0,0.005,4.93542,0.023265,3.97021e-07,1.10451e-09
0,6603.55,4.4807e+21,1.2075,0,0.005,4.92397,0.0233414,3.94647e-07,1.10568e-09
0,6608.84,4.48113e+21,1.209,0,0.005,4.91274,0.023417,3.92298e-07,1.10684e-09
0,6614.14,4.48156e+21,1.2105,0,0.005,4.90151,0.0234927,3.8995e-07,1.108e-09
0,6619.43,4.48199e+21,1.212,0,0.005,4.89028,0.0235684,3.87601e-07,1.10916e-09
0,6624.75,4.48246e+21,1.2135,0,0.005,4.8793,0.023643,3.85265e-07,1.11028e-09
0,6630.08,4.48293e+21,1.215,0,0.005,4.86839,0.0237173,3.82932e-07,1.11141e-09
0,6635.41,4.4834e+21,1.2165,0,0.005,4.85749,0.0237916,3.806e-07,1.11253e-09
0,6640.74,4.48388e+21,1.218,0,0.005,4.84659,0.0238659,3.78267e-07,1.11365e-09
0,6646.07,4.48438e+21,1.2195,0,0.005,4.83592,0.0239388,3.75927e-07,1.11474e-09
0,6651.4,4.48488e+21,1.221,0,0.005,4.82526,0.0240117,3.73586e-07,1.11582e-09
0,6656.74,4.48539e+21,1.2225,0,0.005,4.8146,0.0240846,3.71245e-07,1.11691e-09
0,6662.07,4.48589e+21,1.224,0,0.005,4.80398,0.0241572,3.689e-07,1.11799e-09
0,6667.38,4.4864e+21,1.2255,0,0.005,4.7935,0.0242286,3.66537e-07,1.11905e-09
0,6672.69,4.48691e+21,1.227,0,0.005,4.78301,0.0243001,3.64175e-07,1.1201e-09
0,6678,4.48742e+21,1.2285,0,0.005,4.77253,0.0243716,3.61813e-07,1.12116e-09
0,6683.29,4.48793e+21,1.23,0,0.005,4.76214,0.0244424,3.59447e-07,1.1222e-09
0,6688.56,4.48842e+21,1.2315,0,0.005,4.75184,0.0245124,3.57076e-07,1.12323e-09
0,6693.83,4.48892e+21,1.233,0,0.005,4.74155,0.0245825,3.54705e-07,1.12426e-09
0,6699.09,4.48941e+21,1.2345,0,0.005,4.73126,0.0246525,3.52334e-07,1.12529e-09
0,6704.33,4.48988e+21,1.236,0,0.005,4.72113,0.0247216,3.4998e-07,1.1263e-09
0,6709.54,4.49034e+21,1.2375,0,0.005,4.7111,0.0247902,3.47634e-07,1.1273e-09
0,6714.76,4.4908e+21,1.239,0,0.005,4.70106,0.0248588,3.45289e-07,1.1283e-09
0,6719.97,4.49126e+21,1.2405,0,0.005,4.69102,0.0249273,3.42943e-07,1.1293e-09
0,6725.14,4.49168e+21,1.242,0,0.005,4.68122,0.0249947,3.40634e-07,1.13028e-09
0,6730.29,4.49208e+21,1.2435,0,0.005,4.67146,0.0250619,3.38331e-07,1.13126e-09
0,6735.45,4.49249e+21,1.245,0,0.005,4.6617,0.0251291,3.36028e-07,1.13224e-09
0,6740.61,4.4929e+21,1.2465,0,0.005,4.65194,0.0251963,3.33725e-07,1.13321e-09
0,6745.71,4.49324e+21,1.248,0,0.005,4.64253,0.0252621,3.31495e-07,1.13417e-09
0,6750.81,4.49359e+21,1.2495,0,0.005,4.63311,0.0253279,3.29265e-07,1.13512e-09
0,6755.91,4.49394e+21,1.251,0,0.005,4.62369,0.0253937,3.27036e-07,1.13607e-09
0,6761.01,4.49427e+21,1.2525,0,0.005,4.61433,0.0254593,3.24817e-07,1.13702e-09
0,6766.05,4.49456e+21,1.254,0,0.005,4.60524,0.0255237,3.2266e-07,1.13796e-09
0,6771.1,4.49484e+21,1.2555,0,0.005,4.59615,0.0255882,3.20504e-07,1.13889e-09
0,6776.14,4.49513e+21,1.257,0,0.005,4.58706,0.0256526,3.18347e-07,1.13982e-09
0,6781.17,4.4954e+21,1.2585,0,0.005,4.57806,0.0257167,3.16208e-07,1.14075e-09
0,6786.15,4.49563e+21,1.26,0,0.005,4.56927,0.0257798,3.14115e-07,1.14166e-09
0,6791.13,4.49586e+21,1.2615,0,0.005,4.56048,0.0258429,3.12021e-07,1.14257e-09
0,6796.11,4.49609e+21,1.263,0,0.005,4.5517,0.025906,3.09928e-07,1.14348e-09
0,6801.07,4.4963e+21,1.2645,0,0.005,4.54303,0.0259686,3.07861e-07,1.14438e-09
0,6806,4.49649e+21,1.266,0,0.005,4.53454,0.0260304,3.05836e-07,1.14527e-09
0,6810.92,4.49667e+21,1.2675,0,0.005,4.52606,0.0260922,3.0381e-07,1.14616e-09
0,6815.85,4.49685e+21,1.269,0,0.005,4.51757,0.026154,3.01784e-07,1.14705e-09
0,6820.74,4.49702e+21,1.2705,0,0.005,4.5092,0.0262151,2.99776e-07,1.14793e-09
0,6825.6,4.49716e+21,1.272,0,0.005,4.50094,0.0262755,2.97786e-07,1.1488e-09
0,6830.45,4.49731e+21,1.2735,0,0.005,4.49268,0.026336,2.95797e-07,1.14967e-09
0,6835.31,4.49745e+21,1.275,0,0.005,4.48443,0.0263965,2.93808e-07,1.15053e-09
0,6840.13,4.49758e+21,1.2765,0,0.005,4.47628,0.0264562,2.91836e-07,1.15139e-09
0,6844.91,4.4977e+21,1.278,0,0.005,4.46824,0.0265153,2.89877e-07,1.15223e-09
0,6849.7,4.49781e+21,1.2795,0,0.005,4.46019,0.0265745,2.87919e-07,1.15308e-09
0,6854.48,4.49793e+21,1.281,0,0.005,4.45214,0.0266336,2.85961e-07,1.15393e-09
0,6859.22,4.49803e+21,1.2825,0,0.005,4.4442,0.0266919,2.84013e-07,1.15476e-09
0,6863.92,4.49813e+21,1.284,0,0.005,4.43632,0.0267497,2.82071e-07,1.15558e-09
0,6868.63,4.49823e+21,1.2855,0,0.005,4.42845,0.0268075,2.8013e-07,1.15641e-09
0,6873.33,4.49832e+21,1.287,0,0.005,4.42057,0.0268653,2.78189e-07,1.15723e-09
0,6877.99,4.49841e+21,1.2885,0,0.005,4.41283,0.0269222,2.76264e-07,1.15804e-09
0,6882.61,4.49849e+21,1.29,0,0.005,4.40514,0.0269787,2.74349e-07,1.15884e-09
0,6887.24,4.49857e+21,1.2915,0,0.005,4.39746,0.0270351,2.72434e-07,1.15964e-09
0,6891.87,4.49865e+21,1.293,0,0.005,4.38978,0.0270916,2.70519e-07,1.16044e-09
0,6896.45,4.49873e+21,1.2945,0,0.005,4.38227,0.0271471,2.68638e-07,1.16123e-09
0,6901.01,4.4988e+21,1.296,0,0.005,4.37483,0.0272022,2.66773e-07,1.16201e-09
0,6905.57,4.49887e+21,1.2975,0,0.005,4.3674,0.0272574,2.64908e-07,1.16279e-09
0,6910.13,4.49894e+21,1.299,0,0.005,4.35997,0.0273125,2.63044e-07,1.16357e-09
0,6914.64,4.499e+21,1.3005,0,0.005,4.35265,0.0273667,2.61193e-07,1.16433e-09
0,6919.12,4.49907e+21,1.302,0,0.005,4.34539,0.0274205,2.5935e-07,1.16508e-09
0,6923.6,4.49913e+21,1.3035,0,0.005,4.33814,0.0274742,2.57506e-07,1.16584e-09
0,6928.08,4.4992e+21,1.305,0,0.005,4.33088,0.027528,2.55663e-07,1.1666e-09
0,6932.5,4.49926e+21,1.3065,0,0.005,4.3237,0.0275809,2.53821e-07,1.16734e-09
0,6936.89,4.49933e+21,1.308,0,0.005,4.31657,0.0276333,2.5198e-07,1.16807e-09
0,6941.27,4.49939e+21,1.3095,0,0.005,4.30944,0.0276857,2.50139e-07,1.1688e-09
0,6945.66,4.49946e+21,1.311,0,0.005,4.30231,0.0277381,2.48298e-07,1.16953e-09
0,6949.99,4.49952e+21,1.3125,0,0.005,4.29527,0.0277896,2.46461e-07,1.17025e-09
0,6954.28,4.49959e+21,1.314,0,0.005,4.28828,0.0278406,2.44627e-07,1.17096e-09
0,6958.58,4.49966e+21,1.3155,0,0.005,4.28128,0.0278916,2.42792e-07,1.17167e-09
0,6962.87,4.49973e+21,1.317,0,0.005,4.27429,0.0279426,2.40957e-07,1.17238e-09
0,6967.11,4.4998e+21,1.3185,0,0.005,4.26737,0.0279929,2.39123e-07,1.17307e-09
0,6971.3,4.49988e+21,1.32,0,0.005,4.2605,0.0280424,2.37289e-07,1.17376e-09
0,6975.5,4.49996e+21,1.3215,0,0.005,4.25363,0.028092,2.35455e-07,1.17444e-09
0,6979.69,4.50004e+21,1.323,0,0.005,4.24675,0.0281416,2.33622e-07,1.17513e-09
0,6983.85,4.50012e+21,1.3245,0,0.005,4.24,0.0281905,2.31811e-07,1.1758e-09
0,6987.97,4.50021e+21,1.326,0,0.005,4.23336,0.0282387,2.30024e-07,1.17646e-09
0,6992.08,4.50031e+21,1.3275,0,0.005,4.22672,0.0282869,2.28237e-07,1.17712e-09
0,6996.2,4.5004e+21,1.329,0,0.005,4.22009,0.028335,2.2645e-07,1.17778e-09
0,7000.28,4.5005e+21,1.3305,0,0.005,4.21351,0.0283827,2.2467e-07,1.17843e-09
0,7004.31,4.5006e+21,1.332,0,0.005,4.20704,0.0284294,2.22902e-07,1.17907e-09
0,7008.33,4.50071e+21,1.3335,0,0.005,4.20056,0.0284762,2.21134e-07,1.17971e-09
0,7012.36,4.50081e+21,1.335,0,0.005,4.19409,0.0285229,2.19365e-07,1.18034e-09
0,7016.35,4.50092e+21,1.3365,0,0.005,4.18763,0.0285693,2.17592e-07,1.18097e-09
0,7020.25,4.50103e+21,1.338,0,0.005,4.18123,0.0286146,2.15807e-07,1.18159e-09
0,7024.16,4.50115e+21,1.3395,0,0.005,4.17482,0.0286599,2.14022e-07,1.1822e-09
0,7028.07,4.50126e+21,1.341,0,0.005,4.16842,0.0287052,2.12237e-07,1.18281e-09
0,7031.95,4.50138e+21,1.3425,0,0.005,4.16203,0.0287503,2.10452e-07,1.18342e-09
0,7035.75,4.5015e+21,1.344,0,0.005,4.15573,0.0287942,2.08669e-07,1.18401e-09
0,7039.54,4.50162e+21,1.3455,0,0.005,4.14944,0.0288381,2.06886e-07,1.1846e-09
0,7043.33,4.50174e+21,1.347,0,0.005,4.14315,0.028882,2.05103e-07,1.1852e-09
0,7047.12,4.50187e+21,1.3485,0,0.005,4.13686,0.0289258,2.0332e-07,1.18579e-09
0,7050.77,4.50199e+21,1.35,0,0.005,4.13063,0.0289682,2.0152e-07,1.18635e-09
0,7054.42,4.5021e+21,1.3515,0,0.005,4.1244,0.0290106,1.99721e-07,1.18692e-09
0,7058.08,4.50222e+21,1.353,0,0.005,4.11816,0.029053,1.97921e-07,1.18749e-09
0,7061.73,4.50234e+21,1.3545,0,0.005,4.11193,0.0290954,1.96121e-07,1.18805e-09
0,7065.27,4.50246e+21,1.356,0,0.005,4.1058,0.0291365,1.94329e-07,1.1886e-09
0,7068.79,4.50257e+21,1.3575,0,0.005,4.09969,0.0291774,1.92538e-07,1.18915e-09
0,7072.3,4.50268e+21,1.359,0,0.005,4.09358,0.0292183,1.90747e-07,1.18969e-09
0,7075.82,4.50279e+21,1.3605,0,0.005,4.08747,0.0292591,1.88956e-07,1.19024e-09
0,7079.26,4.50289e+21,1.362,0,0.005,4.08147,0.0292991,1.87188e-07,1.19077e-09
0,7082.67,4.503e+21,1.3635,0,0.005,4.07554,0.0293385,1.85433e-07,1.1913e-09
0,7086.07,4.5031e+21,1.365,0,0.005,4.06961,0.0293779,1.83679e-07,1.19182e-09
0,7089.48,4.5032e+21,1.3665,0,0.005,4.06368,0.0294174,1.81924e-07,1.19235e-09
0,7092.8,4.50329e+21,1.368,0,0.005,4.05773,0.0294561,1.80141e-07,1.19286e-09
0,7096.03,4.50338e+21,1.3695,0,0.005,4.05174,0.029494,1.78321e-07,1.19336e-09
0,7099.25,4.50347e+21,1.371,0,0.005,4.04575,0.0295319,1.76502e-07,1.19387e-09
0,7102.47,4.50356e+21,1.3725,0,0.005,4.03976,0.0295698,1.74682e-07,1.19437e-09
0,7105.65,4.50365e+21,1.374,0,0.005,4.03376,0.0296074,1.72853e-07,1.19487e-09
0,7108.69,4.50374e+21,1.3755,0,0.005,4.02775,0.0296437,1.70984e-07,1.19535e-09
0,7111.72,4.50382e+21,1.377,0,0.005,4.02174,0.0296799,1.69115e-07,1.19583e-09
0,7114.75,4.50391e+21,1.3785,0,0.005,4.01573,0.0297162,1.67247e-07,1.19631e-09
0,7117.78,4.50399e+21,1.38,0,0.005,4.00973,0.0297525,1.65378e-07,1.19679e-09
0,7120.69,4.50408e+21,1.3815,0,0.005,4.00388,0.0297873,1.63535e-07,1.19724e-09
0,7123.58,4.50417e+21,1.383,0,0.005,3.99804,0.029822,1.61694e-07,1.1977e-09
0,7126.48,4.50426e+21,1.3845,0,0.005,3.9922,0.0298566,1.59852e-07,1.19816e-09
0,7129.37,4.50436e+21,1.386,0,0.005,3.98636,0.0298913,1.5801e-07,1.19861e-09
0,7132.16,4.50446e+21,1.3875,0,0.005,3.98059,0.0299249,1.56166e-07,1.19905e-09
0,7134.9,4.50458e+21,1.389,0,0.005,3.97485,0.0299579,1.54319e-07,1.19948e-09
0,7137.64,4.50469e+21,1.3905,0,0.005,3.96911,0.029991,1.52473e-07,1.19991e-09
0,7140.39,4.5048e+21,1.392,0,0.005,3.96337,0.030024,1.50627e-07,1.20034e-09
0,7143.07,4.50493e+21,1.3935,0,0.005,3.9577,0.0300564,1.4879e-07,1.20076e-09
0,7145.67,4.50508e+21,1.395,0,0.005,3.95212,0.0300878,1.46966e-07,1.20117e-09
0,7148.27,4.50522e+21,1.3965,0,0.005,3.94655,0.0301191,1.45142e-07,1.20157e-09
0,7150.87,4.50537e+21,1.398,0,0.005,3.94098,0.0301505,1.43319e-07,1.20198e-09
0,7153.46,4.50552e+21,1.3995,0,0.005,3.93545,0.0301817,1.41506e-07,1.20238e-09
0,7156.01,4.50572e+21,1.401,0,0.005,3.93029,0.0302115,1.39811e-07,1.20276e-09
0,7158.55,4.50592e+21,1.4025,0,0.005,3.92513,0.0302413,1.38116e-07,1.20313e-09
0,7161.09,4.50611e+21,1.404,0,0.005,3.91998,0.0302711,1.3642e-07,1.20351e-09
0,7163.63,4.50631e+21,1.4055,0,0.005,3.91482,0.0303009,1.34725e-07,1.20389e-09
0,7166.07,4.50654e+21,1.407,0,0.005,3.90975,0.0303295,1.33028e-07,1.20425e-09
0,7168.47,4.50678e+21,1.4085,0,0.005,3.9047,0.0303577,1.31331e-07,1.2046e-09
0,7170.88,4.50702e+21,1.41,0,0.005,3.89965,0.0303859,1.29634e-07,1.20495e-09
0,7173.28,4.50727e+21,1.4115,0,0.005,3.8946,0.0304141,1.27937e-07,1.2053e-09
0,7175.62,4.50753e+21,1.413,0,0.005,3.88956,0.0304416,1.26222e-07,1.20564e-09
0,7177.86,4.50781e+21,1.4145,0,0.005,3.88453,0.0304682,1.24483e-07,1.20596e-09
0,7180.11,4.5081e+21,1.416,0,0.005,3.8795,0.0304947,1.22744e-07,1.20629e-09
0,7182.35,4.50839e+21,1.4175,0,0.005,3.87446,0.0305213,1.21005e-07,1.20661e-09
0,7184.59,4.50867e+21,1.419,0,0.005,3.86943,0.0305478,1.19265e-07,1.20694e-09
0,7186.69,4.50899e+21,1.4205,0,0.005,3.86446,0.0305727,1.17507e-07,1.20724e-09
0,7188.78,4.50931e+21,1.422,0,0.005,3.8595,0.0305976,1.15749e-07,1.20754e-09
0,7190.88,4.50963e+21,1.4235,0,0.005,3.85453,0.0306225,1.13991e-07,1.20784e-09
0,7192.97,4.50994e+21,1.425,0,0.005,3.84956,0.0306474,1.12232e-07,1.20814e-09
0,7194.94,4.51027e+21,1.4265,0,0.005,3.84455,0.0306711,1.10425e-07,1.20842e-09
0,7196.83,4.51061e+21,1.428,0,0.005,3.83951,0.0306943,1.08591e-07,1.20869e-09
0,7198.72,4.51094e+21,1.4295,0,0.005,3.83447,0.0307175,1.06757e-07,1.20897e-09
0,7200.61,4.51127e+21,1.431,0,0.005,3.82943,0.0307407,1.04923e-07,1.20924e-09
0,7202.45,4.5116e+21,1.4325,0,0.005,3.8244,0.0307635,1.0308e-07,1.20951e-09
0,7204.11,4.51192e+21,1.434,0,0.005,3.81938,0.0307849,1.01211e-07,1.20976e-09
0,7205.77,4.51224e+21,1.4355,0,0.005,3.81436,0.0308063,9.93418e-08,1.21001e-09
0,7207.43,4.51256e+21,1.437,0,0.005,3.80933,0.0308278,9.74726e-08,1.21027e-09
0,7209.09,4.51288e+21,1.4385,0,0.005,3.80431,0.0308492,9.56033e-08,1.21052e-09
0,7210.65,4.51318e+21,1.44,0,0.005,3.79955,0.0308693,9.38181e-08,1.21075e-09
0,7212.18,4.51348e+21,1.4415,0,0.005,3.79484,0.0308891,9.20521e-08,1.21099e-09
0,7213.71,4.51378e+21,1.443,0,0.005,3.79013,0.030909,9.0286e-08,1.21122e-09
0,7215.24,4.51408e+21,1.4445,0,0.005,3.78543,0.0309288,8.85198e-08,1.21145e-09
0,7216.69,4.51436e+21,1.446,0,0.005,3.78076,0.030948,8.67605e-08,1.21168e-09
0,7218.01,4.5146e+21,1.4475,0,0.005,3.77618,0.0309661,8.50131e-08,1.21189e-09
0,7219.32,4.51483e+21,1.449,0,0.005,3.77159,0.0309843,8.32657e-08,1.21211e-09
0,7220.63,4.51507e+21,1.4505,0,0.005,3.767,0.0310024,8.15183e-08,1.21232e-09
0,7221.94,4.51531e+21,1.452,0,0.005,3.76241,0.0310205,7.97709e-08,1.21254e-09
0,7223.01,4.51547e+21,1.4535,0,0.005,3.75791,0.031037,7.80401e-08,1.21274e-09
0,7224.04,4.51563e+21,1.455,0,0.005,3.75342,0.0310533,7.63112e-08,1.21293e-09
0,7225.08,4.51578e+21,1.4565,0,0.005,3.74894,0.0310696,7.45824e-08,1.21313e-09
0,7226.12,4.51593e+21,1.458,0,0.005,3.74445,0.0310858,7.28536e-08,1.21333e-09
0,7227.08,4.51605e+21,1.4595,0,0.005,3.7401,0.0311014,7.11716e-08,1.21352e-09
0,7227.94,4.51612e+21,1.461,0,0.005,3.73594,0.031116,6.95601e-08,1.21371e-09
0,7228.81,4.51619e+21,1.4625,0,0.005,3.73178,0.0311306,6.79486e-08,1.21389e-09
0,7229.67,4.51626e+21,1.464,0,0.005,3.72761,0.0311452,6.63371e-08,1.21407e-09
0,7230.53,4.51633e+21,1.4655,0,0.005,3.72345,0.0311598,6.47256e-08,1.21426e-09
0,7231.33,4.51641e+21,1.467,0,0.005,3.71929,0.0311734,6.30837e-08,1.21443e-09
0,7232.12,4.51648e+21,1.4685,0,0.005,3.71513,0.0311868,6.14378e-08,1.2146e-09
0,7232.91,4.51656e+21,1.47,0,0.005,3.71097,0.0312003,5.97919e-08,1.21476e-09
0,7233.7,4.51663e+21,1.4715,0,0.005,3.70681,0.0312137,5.8146e-08,1.21493e-09
0,7234.37,4.51668e+21,1.473,0,0.005,3.70258,0.0312266,5.64569e-08,1.21509e-09
0,7234.81,4.51668e+21,1.4745,0,0.005,3.69823,0.0312382,5.4688e-08,1.21524e-09
0,7235.26,4.51668e+21,1.476,0,0.005,3.69387,0.0312499,5.2919e-08,1.21539e-09
0,7235.7,4.51668e+21,1.4775,0,0.005,3.68951,0.0312615,5.115e-08,1.21554e-09
0,7236.14,4.51668e+21,1.479,0,0.005,3.68515,0.0312731,4.9381e-08,1.21569e-09
0,7236.36,4.51662e+21,1.4805,0,0.005,3.68082,0.0312831,4.75907e-08,1.21583e-09
0,7236.52,4.51655e+21,1.482,0,0.005,3.67649,0.0312925,4.5795e-08,1.21596e-09
0,7236.69,4.51648e+21,1.4835,0,0.005,3.67217,0.031302,4.39993e-08,1.21609e-09
0,7236.85,4.5164e+21,1.485,0,0.005,3.66784,0.0313115,4.22036e-08,1.21622e-09
0,7236.95,4.51633e+21,1.4865,0,0.005,3.66334,0.0313209,4.03195e-08,1.21635e-09
0,7236.84,4.51628e+21,1.488,0,0.005,3.65819,0.0313303,3.8118e-08,1.21647e-09
0,7236.72,4.51623e+21,1.4895,0,0.005,3.65304,0.0313396,3.59166e-08,1.2166e-09
0,7236.61,4.51618e+21,1.491,0,0.005,3.64789,0.0313489,3.37152e-08,1.21672e-09
0,7236.49,4.51613e+21,1.4925,0,0.005,3.64274,0.0313583,3.1514e-08,1.21685e-09
0,7236.28,4.51609e+21,1.494,0,0.005,3.63885,0.0313648,2.98417e-08,1.21694e-09
0,7236.02,4.51604e+21,1.4955,0,0.005,3.63574,0.0313697,2.8494e-08,1.217e-09
0,7235.75,4.516e+21,1.497,0,0.005,3.63262,0.0313746,2.71463e-08,1.21707e-09
0,7235.48,4.51595e+21,1.4985,0,0.005,3.62951,0.0313794,2.57986e-08,1.21713e-09
0,7235.21,4.51591e+21,1.5,0,0.005,3.62639,0.0313843,2.44509e-08,1.2172e-09
